학교명,1학년 전입학생수,1학년 전출학생수,2학년 전입학생수,2학년 전출학생수,3학년 전입학생수,3학년 전출학생수,4학년 전입학생수,4학년 전출학생수,5학년 전입학생수,5학년 전출학생수,6학년 전입학생수,6학년 전출학생수,전입학생수(계),전출학생수(계),전체학생수(계)
인지초등학교,1,4,4,6,4,8,3,1,2,6,1,6,15,31,338
전주동초등학교,2,3,1,8,0,6,1,3,3,2,0,1,7,23,244
전주지곡초등학교,2,4,7,9,9,13,3,7,6,8,4,6,31,47,1062
건천초등학교,2,0,1,5,0,2,0,6,2,0,1,9,6,22,176
송림초등학교,1,4,2,3,4,7,2,6,4,6,0,3,13,29,238
인덕초등학교,6,6,3,6,5,7,6,10,2,3,0,6,22,38,475
봉황초등학교,10,7,7,6,5,10,3,11,3,10,3,3,31,47,645
구산초등학교,0,3,4,8,4,8,1,7,2,3,2,0,13,29,490
우암초등학교,1,4,3,4,1,7,1,7,5,4,2,3,13,29,427
진영대흥초등학교,4,6,8,10,5,10,3,4,6,4,3,11,29,45,568
삼성초등학교,3,4,6,6,3,12,4,5,6,9,1,3,23,39,644
유영초등학교,2,4,1,1,5,12,7,3,3,7,1,8,19,35,592
백동초등학교,0,4,5,8,4,7,3,4,2,5,1,3,15,31,540
갈전초등학교,8,1,19,17,13,23,15,30,0,0,0,0,55,71,929
서울대길초등학교,2,3,3,3,1,6,1,7,2,6,2,3,11,28,499
서울덕의초등학교,6,7,9,7,5,12,6,8,5,9,3,8,34,51,1051
서울시흥초등학교,1,1,3,8,2,7,2,1,3,8,1,4,12,29,534
서울여의도초등학교,4,8,10,17,9,12,9,15,10,13,12,6,54,71,1087
서울영일초등학교,0,5,1,2,3,4,3,3,0,4,0,6,7,24,292
서울녹천초등학교,0,1,0,5,4,5,1,3,1,4,1,6,7,24,296
서울도봉초등학교,1,5,4,3,3,8,2,7,2,4,1,3,13,30,418
서울창일초등학교,2,5,4,6,5,6,3,13,6,5,4,6,24,41,918
서울동교초등학교,3,3,2,8,3,10,4,6,4,5,3,4,19,36,862
서울응암초등학교,5,7,5,13,7,16,5,6,6,5,5,3,33,50,752
서울신양초등학교,2,4,3,4,8,8,4,11,3,2,0,8,20,37,505
서울숭례초등학교,1,4,7,6,7,15,5,7,2,7,3,3,25,42,745
서울독립문초등학교,3,6,4,5,5,11,8,11,5,3,1,7,26,43,487
서울흥인초등학교,1,5,2,6,2,2,1,3,0,5,0,2,6,23,377
서울어울초등학교,2,3,3,8,3,8,1,5,4,4,1,3,14,31,444
용호초등학교,1,4,5,7,1,6,4,4,2,6,1,4,14,31,534
민안초등학교,1,8,2,9,2,2,4,5,1,7,4,0,14,31,401
반송초등학교,1,3,0,4,1,6,1,4,1,2,0,2,4,21,211
정관초등학교,10,11,17,18,18,8,11,16,6,12,6,20,68,85,1364
방곡초등학교,11,14,12,22,11,14,11,26,11,9,14,2,70,87,1139
대구용호초등학교,2,2,4,2,4,5,1,6,1,7,1,8,13,30,479
대구산격초등학교,4,7,4,7,5,9,5,6,3,5,0,4,21,38,391
인천대화초등학교,0,1,0,5,0,1,0,2,0,4,0,4,0,17,529
인천부평동초등학교,5,9,7,14,14,13,5,10,11,10,4,7,46,63,947
대반초등학교,6,4,4,5,2,8,3,8,5,11,3,4,23,40,518
굴화초등학교,0,1,0,4,0,0,0,7,1,1,0,5,1,18,570
덕신초등학교,2,2,2,3,4,7,6,7,5,11,0,6,19,36,697
월봉초등학교,4,6,6,14,6,11,7,5,7,7,1,5,31,48,850
녹수초등학교,0,5,2,6,3,5,0,3,1,3,0,1,6,23,629
화정초등학교,2,4,3,5,6,6,2,8,2,5,1,5,16,33,620
성신초등학교,0,4,4,9,5,7,1,7,7,6,1,2,18,35,605
신원초등학교,5,12,19,19,16,27,18,19,12,14,15,11,85,102,1447
하안남초등학교,1,2,3,3,2,5,4,6,2,4,3,12,15,32,380
김포서초등학교,1,4,5,12,4,7,7,5,2,6,4,6,23,40,599
남양주양지초등학교,2,4,5,8,6,11,5,10,3,3,1,3,22,39,476
풍양초등학교,0,4,2,3,4,4,1,6,2,8,2,3,11,28,265
부광초등학교,2,2,3,8,2,3,1,6,4,7,2,5,14,31,247
중흥초등학교,3,6,6,9,10,13,3,9,8,7,4,7,34,51,839
희망대초등학교,1,9,2,3,5,5,4,8,4,5,1,4,17,34,353
율전초등학교,4,7,4,7,4,3,3,10,5,8,2,4,22,39,466
목감초등학교,1,4,3,8,1,6,2,4,3,6,3,2,13,30,369
석호초등학교,7,5,9,13,8,7,9,19,6,9,9,12,48,65,832
안산초등학교,3,2,1,0,3,8,1,8,2,6,0,3,10,27,360
용머리초등학교,3,5,2,10,6,5,7,12,2,5,2,2,22,39,533
설봉초등학교,9,5,3,9,8,11,7,9,9,14,5,10,41,58,1150
고양한내초등학교,7,4,5,8,5,11,3,4,1,6,2,7,23,40,469
한뫼초등학교,4,9,8,11,13,12,7,18,11,9,6,7,49,66,889
동암초등학교,1,2,5,12,1,11,8,7,13,10,1,4,29,46,896
학동초등학교,6,15,17,14,14,15,8,18,12,13,12,11,69,86,1000
신길초등학교,5,7,6,6,5,5,2,12,2,5,8,10,28,45,665
둔전제일초등학교,2,2,3,9,2,5,6,12,3,2,1,4,17,34,589
필봉초등학교,3,12,14,8,11,17,8,13,7,8,9,11,52,69,897
운광초등학교,12,15,9,13,9,14,13,11,6,13,13,13,62,79,946
이천사동초등학교,2,5,4,10,6,8,4,5,1,4,0,2,17,34,563
강동초등학교,2,5,1,2,0,6,3,6,0,4,0,0,6,23,71
동해중앙초등학교,6,13,11,9,6,19,15,9,10,11,4,8,52,69,769
버들초등학교,1,0,7,9,2,8,10,7,0,8,2,7,22,39,1243
군산경포초등학교,3,8,6,8,11,19,3,4,8,11,6,4,37,54,989
군산진포초등학교,3,4,3,11,6,4,5,7,1,4,2,7,20,37,827
여수부영초등학교,2,1,3,5,1,7,7,8,4,7,3,9,20,37,628
광평초등학교,2,6,0,6,3,7,2,1,0,5,1,0,8,25,270
포항대흥초등학교,1,7,6,9,7,6,4,7,3,6,4,7,25,42,756
구미인덕초등학교,5,10,18,18,16,17,12,19,10,13,9,10,70,87,1512
양서초등학교,0,8,7,11,5,6,3,7,5,5,5,5,25,42,912
국산초등학교,4,5,4,7,7,13,7,8,9,9,4,10,35,52,1077
신현초등학교,2,8,0,4,4,4,5,6,3,7,3,5,17,34,428
김해부곡초등학교,3,8,5,9,9,11,6,6,6,8,2,6,31,48,866
명덕초등학교,3,5,3,6,2,6,2,5,1,7,3,2,14,31,350
안계초등학교,1,8,1,4,0,2,2,2,3,5,1,4,8,25,472
창원한들초등학교,0,1,0,3,2,4,1,8,1,4,2,3,6,23,355
서울양천초등학교,3,5,1,11,3,4,3,3,1,4,0,2,11,29,382
서울금산초등학교,2,4,1,5,1,4,2,4,1,5,0,3,7,25,302
서울당산초등학교,3,5,2,6,2,8,2,7,0,3,4,2,13,31,333
서울윤중초등학교,3,7,4,13,6,7,5,13,9,4,2,3,29,47,500
서울탑동초등학교,3,4,3,6,5,13,2,12,7,4,4,3,24,42,491
서울신내초등학교,4,7,3,8,4,8,2,6,6,7,3,4,22,40,785
서울신답초등학교,0,6,2,6,1,14,3,2,7,2,2,3,15,33,468
서울영화초등학교,4,7,2,7,2,6,3,7,4,5,2,3,17,35,481
서울공릉초등학교,0,3,0,8,4,7,3,3,1,3,1,3,9,27,349
서울상신초등학교,1,5,5,4,4,9,2,7,3,7,2,3,17,35,610
서울서교초등학교,2,0,0,5,3,6,0,3,1,6,0,4,6,24,508
서울신석초등학교,1,5,6,6,5,8,4,4,3,10,2,6,21,39,706
서울삼선초등학교,2,4,2,12,2,5,5,4,9,8,1,6,21,39,656
서울수송초등학교,4,2,7,8,5,11,4,9,3,6,1,6,24,42,676
서울광희초등학교,1,7,1,5,3,3,0,5,2,4,1,2,8,26,264
서울봉래초등학교,0,8,2,4,2,8,4,5,4,4,2,3,14,32,403
서울숭신초등학교,10,6,6,19,10,16,8,9,13,6,1,10,48,66,842
서울마장초등학교,0,3,1,6,2,5,2,3,0,4,1,3,6,24,493
서울등마초등학교,1,6,3,10,6,9,6,10,2,6,8,3,26,44,819
동항초등학교,1,3,3,7,2,4,3,4,0,7,0,2,9,27,347
혜화초등학교,0,0,5,5,6,7,4,10,3,13,0,1,18,36,319
연서초등학교,3,5,13,7,9,7,4,12,3,12,4,11,36,54,784
양덕초등학교,0,3,1,4,2,7,2,4,3,4,1,5,9,27,220
금빛초등학교,4,6,7,10,7,9,4,9,6,7,3,8,31,49,878
대구죽전초등학교,2,3,3,5,1,7,1,4,1,4,1,4,9,27,354
대구관남초등학교,1,1,3,4,3,4,1,8,2,6,0,5,10,28,378
인천만석초등학교,3,4,5,7,4,9,2,3,1,10,2,2,17,35,439
인천중앙초등학교,2,3,3,8,4,4,2,3,1,7,0,5,12,30,359
인천부평초등학교,4,4,5,7,4,8,1,10,9,5,0,7,23,41,386
인천간재울초등학교,11,8,15,17,9,13,16,20,12,13,6,16,69,87,1270
인천공촌초등학교,2,7,4,9,4,4,3,7,2,5,1,2,16,34,401
인천송천초등학교,2,6,5,10,8,11,4,5,4,6,0,3,23,41,502
대전양지초등학교,0,2,3,7,1,2,1,6,0,2,2,6,7,25,295
와동초등학교,0,2,2,3,1,8,0,1,1,6,0,2,4,22,233
화암초등학교,1,4,4,10,4,5,4,6,3,6,0,3,16,34,837
덕이초등학교,2,7,0,4,4,5,0,4,1,2,2,5,9,27,296
광명서초등학교,4,4,3,7,8,11,7,14,3,5,4,6,29,47,638
하일초등학교,4,4,3,3,0,8,2,9,6,4,1,6,16,34,380
남양주동곡초등학교,1,2,3,8,2,8,1,1,2,6,0,2,9,27,235
인창초등학교,3,5,4,7,4,13,3,8,7,4,2,4,23,41,481
수원신곡초등학교,4,12,4,7,5,12,14,10,8,4,4,12,39,57,868
한일초등학교,1,2,1,7,0,1,5,9,0,1,5,10,12,30,436
시흥매화초등학교,1,4,3,10,3,4,9,11,1,2,4,8,21,39,408
안일초등학교,4,4,5,9,4,8,5,4,1,11,0,1,19,37,622
구갈초등학교,3,4,2,5,4,6,0,8,3,6,3,4,15,33,454
성곡초등학교,2,1,4,6,2,6,3,11,7,7,1,6,19,37,449
시흥능곡초등학교,1,3,6,6,0,5,0,1,5,8,0,7,12,30,558
하남풍산초등학교,3,2,11,9,10,19,8,10,7,11,3,9,42,60,612
구름산초등학교,11,7,8,14,11,9,7,12,7,21,12,11,56,74,1252
벌원초등학교,3,6,6,5,2,8,9,9,5,12,2,5,27,45,604
자유초등학교,10,12,7,15,15,21,11,14,19,18,8,8,70,88,846
서농초등학교,7,14,8,12,11,17,12,19,12,12,11,5,61,79,1398
포일초등학교,10,11,2,5,5,7,4,9,2,9,1,1,24,42,587
삼보초등학교,1,4,4,7,4,5,3,6,2,9,1,2,15,33,646
청주대성초등학교,1,1,8,8,8,7,5,9,1,16,1,1,24,42,513
봉정초등학교,2,3,2,6,5,7,3,5,5,9,1,6,18,36,526
상당초등학교,1,2,2,3,1,11,3,7,3,5,1,1,11,29,443
석문초등학교,1,3,1,4,1,8,0,5,3,3,2,3,8,26,111
유곡초등학교,1,2,5,6,4,12,1,6,3,4,2,4,16,34,347
천안새샘초등학교,0,0,4,3,0,6,3,8,2,9,0,1,9,27,1398
홍농초등학교,0,3,2,13,3,5,2,4,2,2,1,1,10,28,288
목포애향초등학교,5,2,4,9,6,8,10,11,6,14,2,7,33,51,624
외간초등학교,4,6,3,6,2,5,2,2,0,6,1,5,12,30,129
월성초등학교,0,0,0,2,0,2,0,7,0,7,0,0,0,18,431
서창초등학교,3,3,2,5,1,6,2,5,2,7,1,3,11,29,360
웅상초등학교,5,10,9,9,8,15,10,15,7,8,5,5,44,62,774
수정초등학교,6,4,9,10,2,13,5,16,8,8,13,10,43,61,1133
이도초등학교,2,9,1,11,9,10,11,8,4,6,2,3,29,47,1182
서울가주초등학교,2,6,8,8,8,16,5,6,7,9,2,6,32,51,845
서울명덕초등학교,11,13,19,26,23,32,25,28,21,23,20,16,119,138,1848
서울방이초등학교,6,7,3,11,8,9,2,8,6,8,5,6,30,49,563
서울고산초등학교,0,2,4,7,3,8,2,6,1,5,0,1,10,29,416
서울봉화초등학교,5,2,3,7,1,8,0,6,5,7,2,5,16,35,535
서울중목초등학교,0,2,2,10,1,1,1,6,2,4,2,4,8,27,380
서울문창초등학교,2,5,0,4,4,7,2,4,4,7,0,4,12,31,436
서울계상초등학교,5,6,5,15,3,5,5,6,3,9,4,3,25,44,519
서울공연초등학교,3,4,3,8,1,4,2,4,0,4,2,6,11,30,478
서울고원초등학교,4,7,11,6,4,8,2,13,2,5,3,6,26,45,636
서울강솔초등학교,6,4,13,15,10,15,11,20,11,12,7,11,58,77,387
송수초등학교,5,8,4,8,12,12,5,8,5,8,3,9,34,53,1026
대구용산초등학교,2,2,3,6,3,6,0,8,2,6,2,3,12,31,487
대구남동초등학교,0,2,2,6,0,8,0,2,1,3,1,2,4,23,227
대구화남초등학교,1,4,1,5,0,2,2,3,0,8,0,1,4,23,482
대구장동초등학교,3,1,6,12,9,13,3,6,2,5,1,6,24,43,897
인천도화초등학교,9,15,16,19,13,15,12,11,12,15,3,9,65,84,961
인천병방초등학교,3,4,3,11,6,6,3,8,0,4,1,2,16,35,442
인천일신초등학교,1,3,3,6,4,9,6,10,0,3,0,2,14,33,414
인천후정초등학교,1,4,3,9,3,7,8,7,2,9,1,1,18,37,488
송정초등학교,1,6,7,4,5,7,8,13,3,11,3,5,27,46,665
새일초등학교,0,5,2,3,1,5,1,4,2,7,0,1,6,25,324
대전구봉초등학교,2,9,6,11,7,13,10,11,7,3,0,4,32,51,713
대전송강초등학교,2,5,1,12,4,4,3,5,3,8,3,1,16,35,507
대전지족초등학교,5,8,4,5,8,10,2,6,5,10,2,6,26,45,583
대전두리초등학교,0,8,4,5,3,9,2,6,7,7,2,2,18,37,731
부강초등학교,3,3,0,4,3,9,1,3,1,6,0,2,8,27,231
늘봄초등학교,6,7,7,9,4,12,9,7,7,13,4,8,37,56,456
하남초등학교,6,3,4,11,8,8,6,9,6,14,4,8,34,53,571
군포양정초등학교,3,6,7,13,5,10,7,6,10,9,6,13,38,57,785
고리울초등학교,0,6,2,5,5,6,7,12,3,7,3,3,20,39,443
부천여월초등학교,3,4,6,9,2,11,5,6,4,5,2,6,22,41,544
부천초등학교,1,6,6,6,2,13,2,3,3,3,3,5,17,36,504
성남초등학교,4,5,2,5,7,7,4,11,3,7,3,7,23,42,808
효정초등학교,0,5,4,7,3,8,2,5,3,6,2,2,14,33,294
안산원곡초등학교,3,5,1,3,3,6,3,7,5,11,2,4,17,36,429
정왕초등학교,9,6,4,13,10,13,6,10,7,10,3,6,39,58,1040
내기초등학교,1,1,2,4,0,3,0,2,1,4,1,10,5,24,302
화산초등학교,1,4,4,6,2,4,2,2,2,13,1,2,12,31,453
진안초등학교,7,3,5,14,9,10,4,9,6,13,5,6,36,55,663
상미초등학교,2,6,1,6,5,4,1,9,4,4,2,5,15,34,215
가수초등학교,2,3,2,5,2,3,4,9,2,6,1,6,13,32,523
차산초등학교,3,8,3,8,5,6,6,9,2,8,6,5,25,44,586
운흥초등학교,5,8,7,10,9,11,2,7,4,4,3,9,30,49,1078
생금초등학교,5,8,2,7,3,9,4,5,5,5,3,7,22,41,439
만천초등학교,2,2,10,14,11,16,14,15,5,13,6,7,48,67,1021
연무중앙초등학교,1,5,0,5,0,4,0,3,2,2,0,3,3,22,392
학돌초등학교,7,5,5,8,9,17,3,10,6,5,3,7,33,52,600
아산초등학교,2,7,5,7,8,8,3,11,5,10,4,3,27,46,1025
소룡초등학교,5,5,1,4,3,13,4,4,6,7,1,6,20,39,636
전주여울초등학교,2,6,5,7,4,7,8,13,2,2,1,6,22,41,691
금락초등학교,3,11,5,7,2,7,6,8,4,4,1,3,21,40,581
통영초등학교,3,2,1,10,6,13,7,7,6,8,2,4,25,44,941
수양초등학교,4,4,2,10,6,6,2,9,4,4,0,4,18,37,434
무동초등학교,9,10,9,19,8,18,8,12,12,9,10,7,56,75,1310
서울강신초등학교,5,5,7,10,5,15,9,9,3,8,5,7,34,54,820
서울온수초등학교,4,10,13,13,8,12,8,12,7,7,3,9,43,63,912
서울이문초등학교,2,1,4,8,2,7,3,13,6,6,1,3,18,38,808
서울신화초등학교,1,5,4,5,3,8,1,7,1,3,0,2,10,30,385
서울소의초등학교,5,2,3,10,8,7,2,6,2,8,0,7,20,40,437
서울구남초등학교,5,3,4,12,11,14,5,8,2,13,6,3,33,53,736
서울석관초등학교,3,6,3,5,4,9,5,7,1,6,0,3,16,36,640
서울청운초등학교,2,3,3,7,2,8,3,5,1,8,2,2,13,33,522
서울송원초등학교,0,1,3,9,3,4,1,7,3,7,1,3,11,31,269
광일초등학교,4,3,1,3,2,6,1,6,0,5,0,5,8,28,362
인천불로초등학교,4,7,11,9,10,12,6,12,10,15,3,9,44,64,767
인천완정초등학교,4,6,12,16,10,12,9,12,4,14,8,7,47,67,644
일곡초등학교,1,4,3,10,8,13,11,10,7,14,8,7,38,58,632
어등초등학교,1,0,2,2,0,5,0,9,0,2,0,5,3,23,440
지한초등학교,1,4,2,4,0,8,1,3,0,4,0,1,4,24,342
산내초등학교,3,4,6,8,4,13,3,5,0,6,2,2,18,38,703
대전성모초등학교,0,0,2,5,5,11,1,6,1,6,0,1,9,29,676
삼리초등학교,7,3,4,11,2,11,5,7,0,7,1,0,19,39,588
부천부안초등학교,6,9,6,6,2,7,4,6,1,7,3,7,22,42,499
오정초등학교,6,4,7,13,5,8,5,12,3,5,3,7,29,49,591
상원초등학교,3,8,2,8,6,7,2,6,2,4,4,6,19,39,475
옥터초등학교,2,7,1,7,4,5,2,9,4,5,4,4,17,37,299
덕천초등학교,15,16,21,17,13,21,14,24,10,18,7,4,80,100,861
안양부안초등학교,5,5,3,7,3,8,3,13,5,6,5,5,24,44,614
신하초등학교,0,6,5,12,8,10,8,10,9,10,7,9,37,57,814
통일초등학교,1,0,0,6,0,4,0,3,0,3,0,5,1,21,389
수원매화초등학교,1,6,0,6,1,5,1,4,0,0,5,7,8,28,436
서정초등학교,2,1,2,7,2,5,1,6,1,6,0,3,8,28,428
동명초등학교,0,5,5,5,3,10,2,7,5,7,1,2,16,36,440
삼척초등학교,4,5,3,10,5,7,5,9,5,6,2,7,24,44,845
신남초등학교,1,0,0,6,0,4,0,5,0,4,0,2,1,21,312
사내초등학교,12,6,7,12,8,10,3,10,4,13,2,5,36,56,229
만수초등학교,3,11,14,19,8,21,21,12,15,14,8,12,69,89,1285
용암초등학교,6,7,7,7,8,14,4,10,2,9,4,4,31,51,624
명지초등학교,1,2,0,2,1,8,1,3,0,4,0,4,3,23,91
천안용소초등학교,2,2,7,7,3,9,3,10,4,7,2,6,21,41,986
한울초등학교,6,12,2,14,12,9,11,13,6,5,5,9,42,62,1047
이리송학초등학교,0,2,2,8,2,4,3,7,0,4,0,2,7,27,451
삼향초등학교,2,2,1,5,1,3,3,6,1,8,0,4,8,28,302
안심초등학교,4,5,5,5,3,9,3,14,3,5,4,4,22,42,590
장산초등학교,2,2,0,2,0,7,1,6,0,3,0,3,3,23,549
기성초등학교,6,5,5,14,5,10,2,8,6,9,4,2,28,48,741
용남초등학교,0,5,3,3,2,3,0,8,0,4,0,2,5,25,701
묵계초등학교,0,1,1,5,3,4,5,11,4,7,1,6,14,34,74
진해냉천초등학교,3,8,8,10,9,12,6,12,7,10,1,2,34,54,1097
서울대왕초등학교,0,0,0,1,0,11,1,2,2,1,0,9,3,24,754
서울선사초등학교,0,7,1,3,4,10,3,10,9,6,7,9,24,45,687
서울신가초등학교,8,9,9,7,11,19,8,13,5,12,3,5,44,65,675
서울구로초등학교,2,3,3,5,3,6,1,8,1,4,0,5,10,31,483
서울안천초등학교,0,2,0,5,1,6,1,4,3,6,1,4,6,27,274
서울오봉초등학교,2,5,1,4,0,4,2,11,1,3,1,1,7,28,340
서울대조초등학교,7,5,2,10,6,13,7,10,6,10,3,4,31,52,849
서울서강초등학교,4,6,8,10,6,14,6,10,7,12,7,7,38,59,984
서울신도초등학교,8,7,10,10,10,21,10,7,9,19,5,9,52,73,1149
서울신자초등학교,0,2,3,5,2,7,2,9,1,4,2,4,10,31,352
서울길음초등학교,7,5,8,13,17,17,5,17,10,12,4,8,51,72,1287
서울번동초등학교,2,6,7,9,4,7,4,7,2,11,2,2,21,42,631
서울은빛초등학교,1,6,7,2,6,11,6,14,3,6,4,9,27,48,878
모덕초등학교,4,9,5,8,4,8,4,8,5,6,0,4,22,43,799
포천초등학교,0,9,0,6,1,7,5,2,0,6,4,1,10,31,612
광안초등학교,0,3,6,13,5,10,3,9,2,6,10,6,26,47,826
대청초등학교,1,8,4,9,7,8,5,8,5,11,9,8,31,52,539
정원초등학교,9,15,19,20,11,14,14,23,10,8,10,14,73,94,1398
오션초등학교,5,6,11,12,7,14,9,9,5,17,5,5,42,63,1076
대구수창초등학교,2,10,7,10,3,6,1,6,2,3,0,1,15,36,273
대구삼영초등학교,1,5,4,9,3,12,2,2,2,4,1,2,13,34,512
인천남촌초등학교,7,8,3,3,2,12,1,4,2,6,1,4,16,37,448
인천가좌초등학교,0,2,3,7,1,5,1,2,0,8,1,3,6,27,554
인천한길초등학교,2,0,0,6,0,4,1,7,1,3,0,5,4,25,694
인천검암초등학교,1,6,1,4,1,11,5,5,3,7,3,2,14,35,275
인천해서초등학교,0,5,0,3,1,4,2,7,3,3,1,6,7,28,253
인천정각초등학교,3,5,11,15,8,16,9,11,8,10,6,9,45,66,1328
목련초등학교,0,2,0,6,2,3,0,5,0,4,0,3,2,23,204
송정동초등학교,1,0,3,10,6,7,5,8,1,8,0,4,16,37,460
송정서초등학교,4,4,1,9,4,5,3,6,3,5,0,7,15,36,462
흥도초등학교,4,12,6,10,12,15,7,13,8,11,6,3,43,64,942
울산남부초등학교,1,2,1,6,3,7,2,7,1,2,0,5,8,29,666
양사초등학교,1,3,1,7,1,8,1,4,3,5,1,2,8,29,229
우정초등학교,0,4,1,6,3,3,3,4,3,14,3,3,13,34,752
미르초등학교,7,8,11,17,17,17,12,15,8,7,4,16,59,80,753
도장초등학교,0,1,1,5,0,5,1,4,0,7,0,1,2,23,131
신흥초등학교,3,11,5,9,2,8,3,5,0,1,3,3,16,37,435
백문초등학교,3,10,6,15,9,13,6,8,8,9,6,4,38,59,892
부천동초등학교,2,10,4,8,4,6,4,4,3,6,1,5,18,39,514
부천부흥초등학교,4,10,2,13,5,10,7,7,3,3,4,3,25,46,668
부천원일초등학교,2,1,1,6,4,4,0,6,0,5,0,6,7,28,363
검단초등학교,5,6,6,8,1,9,4,12,3,7,6,4,25,46,508
대일초등학교,4,4,2,11,0,7,1,3,2,7,2,0,11,32,328
영통초등학교,7,8,5,13,11,9,3,9,2,13,5,2,33,54,503
율현초등학교,4,13,8,7,6,9,7,6,5,9,3,10,33,54,590
경일초등학교,1,5,2,10,4,11,3,2,3,7,3,2,16,37,452
삼봉초등학교,3,3,7,7,5,8,2,7,0,11,1,3,18,39,634
신동초등학교,5,1,2,12,4,7,3,9,2,5,0,3,16,37,532
호암초등학교,3,11,4,12,6,1,7,11,7,9,3,7,30,51,717
서평초등학교,1,5,1,7,0,4,3,9,1,1,1,2,7,28,192
별가람초등학교,9,13,15,13,8,24,5,8,12,9,3,6,52,73,741
화봉초등학교,7,11,7,14,12,15,11,13,5,9,6,7,48,69,838
청목초등학교,9,15,15,17,28,20,11,20,15,23,19,23,97,118,1267
서화초등학교,0,6,2,8,4,3,0,5,2,3,0,4,8,29,78
청원초등학교,3,7,6,15,10,13,5,6,5,9,5,5,34,55,878
천안서초등학교,9,14,10,14,10,17,8,10,6,8,10,11,53,74,657
당산초등학교,0,3,1,4,1,5,3,5,0,2,0,7,5,26,241
온양권곡초등학교,3,5,5,5,2,12,4,8,2,6,5,6,21,42,585
전주반월초등학교,1,7,3,6,1,5,1,4,2,6,1,2,9,30,469
전주새연초등학교,8,1,1,11,7,8,6,10,3,9,3,10,28,49,716
목포부영초등학교,2,3,2,8,1,7,2,4,2,7,1,2,10,31,308
평산초등학교,5,7,8,10,7,13,4,7,8,10,4,10,36,57,1114
어곡초등학교,0,3,0,6,2,3,1,11,1,1,1,2,5,26,248
진남초등학교,1,4,1,3,5,5,3,11,3,10,2,3,15,36,918
외도초등학교,7,12,17,11,7,18,6,12,7,13,9,8,53,74,1537
서울송파초등학교,1,8,2,6,3,5,6,15,5,7,7,5,24,46,612
서울신명초등학교,0,4,0,5,9,8,2,10,2,6,2,4,15,37,459
서울등촌초등학교,2,10,3,7,3,7,3,5,3,6,2,3,16,38,494
서울도림초등학교,5,4,0,4,3,8,0,7,3,8,3,5,14,36,427
서울도신초등학교,0,8,2,6,2,3,5,8,0,8,4,2,13,35,295
서울문래초등학교,1,8,9,11,7,8,12,16,7,15,6,6,42,64,1161
서울청룡초등학교,1,4,2,4,3,6,0,8,0,4,1,3,7,29,401
서울초당초등학교,4,5,5,12,6,14,10,10,10,11,5,10,40,62,926
서울안산초등학교,3,4,6,11,4,12,2,8,3,5,3,3,21,43,691
서울장안초등학교,0,6,3,10,1,9,3,4,6,4,1,3,14,36,520
서울숭곡초등학교,3,10,3,12,5,5,2,2,8,9,1,6,22,44,470
서울인수초등학교,5,9,3,11,7,12,9,7,4,11,5,5,33,55,731
서울남정초등학교,0,4,1,6,3,8,7,8,2,7,0,2,13,35,372
서울장충초등학교,4,8,3,7,3,5,1,6,0,3,1,5,12,34,375
서울석계초등학교,1,4,2,3,2,6,0,5,1,4,1,7,7,29,527
서울금나래초등학교,4,7,8,14,11,19,10,9,4,9,4,5,41,63,902
동래초등학교,0,0,1,8,0,4,0,4,0,5,0,2,1,23,631
가평초등학교,0,4,4,7,1,7,6,9,3,6,2,5,16,38,620
부산진초등학교,2,2,3,6,1,11,2,6,0,3,1,3,9,31,495
감전초등학교,1,4,3,6,0,5,0,4,0,4,0,3,4,26,166
구남초등학교,0,6,0,5,3,1,0,4,0,8,0,1,3,25,560
대구용전초등학교,0,2,3,7,0,5,2,6,1,5,0,3,6,28,439
대구월촌초등학교,2,4,1,4,3,8,1,3,5,6,0,9,12,34,494
대구반야월초등학교,5,7,6,17,4,7,11,8,5,9,2,7,33,55,802
대구칠성초등학교,4,7,4,14,13,17,9,11,10,9,7,11,47,69,1532
상인천초등학교,5,8,5,7,6,11,9,13,5,8,4,9,34,56,603
인천구월서초등학교,7,13,6,15,8,9,6,9,7,12,6,4,40,62,888
인천연화초등학교,1,6,4,12,3,9,9,3,5,10,3,7,25,47,690
인천가석초등학교,4,4,1,10,3,5,1,6,1,3,0,4,10,32,339
인천갈월초등학교,2,4,2,10,5,8,7,10,2,3,3,8,21,43,639
인천장서초등학교,4,8,7,15,8,13,9,14,5,6,3,2,36,58,1370
광주서초등학교,0,5,6,7,2,6,6,9,5,7,5,12,24,46,593
송정중앙초등학교,0,8,0,1,0,3,0,2,0,4,0,4,0,22,374
도산초등학교,3,9,3,7,1,5,4,7,1,8,4,2,16,38,249
대전어은초등학교,2,7,4,4,3,12,3,5,1,6,4,5,17,39,674
외삼초등학교,2,9,6,5,3,10,4,9,4,6,4,6,23,45,733
명정초등학교,2,4,2,9,3,3,3,10,0,5,0,1,10,32,719
양지초등학교,8,15,10,11,8,11,10,12,5,11,3,6,44,66,593
가람초등학교,4,3,2,8,6,9,4,11,3,7,3,6,22,44,477
고양화수초등학교,2,5,2,6,2,7,1,7,3,6,5,6,15,37,655
내손초등학교,1,2,1,4,1,7,3,7,2,9,1,2,9,31,184
고암초등학교,3,3,2,3,0,11,0,3,2,0,0,9,7,29,326
중탑초등학교,1,4,3,7,2,8,3,2,2,6,2,8,13,35,547
